Feature	CompGroup(C)	BaseGroup(B)	NumSamplesInC	NumSamplesInB	SignedFC	Tstatistic	Parameter	Pvalue	95%Conf.Int.1	95%Conf.Int.2	MeanC	MeanB	NullValue-DifferenceInMeans	Alternative	Method	FDR
196	201141_at|GPNMB	Incipent	Control	7	8	1.70322616508177	3.22776473518406	12.0492255310654	0.00721436571851897	0.249905588288731	1.28663444742555	7.18070514285714	6.412435125	0	two.sided	Welch Two Sample t-test	0.999448188432275
197	223696_at|ARSD	Incipent	Control	7	8	1.32557260864224	3.27144100547523	11.2694421197364	0.00722384475035714	0.133845566000927	0.679385826856216	4.55668857142857	4.150072875	0	two.sided	Welch Two Sample t-test	0.999448188432275
198	220227_at|CDH4	Incipent	Control	7	8	-1.42287776736281	-3.239038014295	11.7189299657189	0.00730343629527072	-0.85198822299426	-0.165635241291455	3.71793814285714	4.226749875	0	two.sided	Welch Two Sample t-test	0.999448188432275
199	1557165_s_at|KLHL18	Incipent	Control	7	8	-1.40543490741613	-3.18329073465521	12.786081642512	0.00732911773538434	-0.824817079618091	-0.157216194346195	2.76391692614286	3.254933563125	0	two.sided	Welch Two Sample t-test	0.999448188432275
200	213530_at|RAB3GAP1	Incipent	Control	7	8	-1.32280796987371	-3.17497139435753	12.8277784699756	0.00741980456270451	-0.67860584801121	-0.128601437703076	4.42889385714286	4.8324975	0	two.sided	Welch Two Sample t-test	0.999448188432275
201	235006_at|CDKN2AIPNL	Incipent	Control	7	8	1.40225281785091	3.18997258416288	12.4829040832401	0.00743414196038057	0.156029981130362	0.819462983155353	5.22801185714286	4.740265375	0	two.sided	Welch Two Sample t-test	0.999448188432275
202	241672_at|SERTM1	Incipent	Control	7	8	-2.02189126202414	-3.37469806275079	9.50252163285128	0.00758802075638017	-1.69111272809913	-0.34029809332944	2.23070271428571	3.246408125	0	two.sided	Welch Two Sample t-test	0.999448188432275
203	205756_s_at|F8	Incipent	Control	7	8	-1.58069429103611	-3.21252710487725	11.8004549553083	0.00760508251700326	-1.10940655330151	-0.211710196698489	2.12954	2.790098375	0	two.sided	Welch Two Sample t-test	0.999448188432275
204	231720_s_at|JAM3	Incipent	Control	7	8	1.35671366159634	3.21183084092825	11.8055942258526	0.00761094350581292	0.141007966804081	0.739224568910206	4.27485314285714	3.834736875	0	two.sided	Welch Two Sample t-test	0.999448188432275
205	1570173_at|INTS7	Incipent	Control	7	8	-1.15019200690482	-3.50372322530661	8.23203051932963	0.00768117318634685	-0.334091164016044	-0.0696582701268129	1.46009620642857	1.6619709235	0	two.sided	Welch Two Sample t-test	0.999448188432275
206	201978_s_at|DELE1	Incipent	Control	7	8	1.27461608129773	3.15251966151011	12.8997580049082	0.00769870673264852	0.109981010008729	0.590144525705558	4.75959614285714	4.409533375	0	two.sided	Welch Two Sample t-test	0.999448188432275
207	228714_at|CHROMR	Incipent	Control	7	8	1.2802508983541	3.38211573303296	9.31868629013964	0.007707122409547	0.119264622988356	0.593588519868787	2.09534457142857	1.738918	0	two.sided	Welch Two Sample t-test	0.999448188432275
208	211085_s_at|STK4	Incipent	Control	7	8	1.48477560351171	3.3745542718894	9.359115873798	0.00775437988653184	0.190201327447787	0.950288493980785	2.48447328571429	1.914228375	0	two.sided	Welch Two Sample t-test	0.999448188432275
209	209762_x_at|SP110	Incipent	Control	7	8	1.46351319184581	3.35493524136598	9.56899074752447	0.00776203033339368	0.182294584191391	0.91657691580861	2.870114	2.32067825	0	two.sided	Welch Two Sample t-test	0.999448188432275
210	1558423_at|LINC00265	Incipent	Control	7	8	1.47379422390503	3.15362517688583	12.4891098264874	0.00795857631034269	0.174629513442495	0.944440695700361	6.97268752357143	6.413152419	0	two.sided	Welch Two Sample t-test	0.999448188432275
211	238081_at|WDFY3-AS2	Incipent	Control	7	8	-1.18718971615038	-3.17731635444072	11.9992541072685	0.00796131907691306	-0.41730694342434	-0.0777940565756602	1.862295	2.1098455	0	two.sided	Welch Two Sample t-test	0.999448188432275
212	238254_at|ZNF677	Incipent	Control	7	8	-1.22539690036488	-3.17304566126709	12.0318609344565	0.00800005641517062	-0.494553275093624	-0.09194493919209	1.46921914285714	1.76246825	0	two.sided	Welch Two Sample t-test	0.999448188432275
213	214255_at|ATP10A	Incipent	Control	7	8	2.21806963797643	3.28989156585309	10.1394670725871	0.0080049758402404	0.372366020613519	1.92624330081505	5.50993228571429	4.360627625	0	two.sided	Welch Two Sample t-test	0.999448188432275
214	223784_at|CLTRN	Incipent	Control	7	8	-1.07686574159022	-3.21640997760305	11.1991997279765	0.00803568724432483	-0.17978942255576	-0.0338873631585259	1.49028285714286	1.59712125	0	two.sided	Welch Two Sample t-test	0.999448188432275
215	231738_at|PCDHB7	Incipent	Control	7	8	-1.2724066224152	-3.25441963309885	10.5566873146055	0.00807992512254062	-0.583826665662434	-0.111292905766137	2.03137271428571	2.3789325	0	two.sided	Welch Two Sample t-test	0.999448188432275
216	218375_at|NUDT9	Incipent	Control	7	8	-1.45411048680785	-3.24456202241394	10.6709442201394	0.00811006320266851	-0.907928080797999	-0.172345704916286	4.99126585714286	5.53140275	0	two.sided	Welch Two Sample t-test	0.999448188432275
217	225169_at|INTS4	Incipent	Control	7	8	1.12442996325696	3.18606783318423	11.6194102624867	0.00812868298163844	0.0530678100412699	0.285319797101586	4.09852242857143	3.929328625	0	two.sided	Welch Two Sample t-test	0.999448188432275
218	1560330_at|PCDH15	Incipent	Control	7	8	-1.19186190592579	-3.13315599953411	12.6315027880403	0.00817211540283391	-0.428334114174132	-0.0781000635044394	1.35975481728571	1.612971906125	0	two.sided	Welch Two Sample t-test	0.999448188432275
219	205791_x_at|ZNF230	Incipent	Control	7	8	1.23268566932736	3.29663685715785	9.86255465663089	0.00820786807678314	0.097434311371162	0.506175617200266	2.70036771428571	2.39856275	0	two.sided	Welch Two Sample t-test	0.999448188432275
220	244834_at|CPLANE2	Incipent	Control	7	8	-1.47401095834123	-3.11839822398021	12.8486696744128	0.0082540741735756	-0.947994587962403	-0.171499912037597	6.525138	7.08488525	0	two.sided	Welch Two Sample t-test	0.999448188432275
221	203389_at|KIF3C	Incipent	Control	7	8	-1.40564451518335	-3.17155971571499	11.7108177440457	0.00827267995074424	-0.829627043260415	-0.152836528168156	5.70589271428571	6.1971245	0	two.sided	Welch Two Sample t-test	0.999448188432275
222	209791_at|PADI2	Incipent	Control	7	8	1.47988478145593	3.11193783401298	12.9317525880619	0.00830049350892921	0.172703401582999	0.958266312702715	7.72160785714286	7.156123	0	two.sided	Welch Two Sample t-test	0.999448188432275
223	223250_at|KLHL7	Incipent	Control	7	8	-1.54908188845339	-3.16419593171763	11.7838770453348	0.0083262735119135	-1.06708026422922	-0.195746557199349	5.95113371428571	6.582547125	0	two.sided	Welch Two Sample t-test	0.999448188432275
224	237098_at|C1orf21	Incipent	Control	7	8	1.37282078741187	3.1090384877396	12.8898817442923	0.0083752175177248	0.139213369258044	0.775073237884814	4.19983942857143	3.742696125	0	two.sided	Welch Two Sample t-test	0.999448188432275
225	209062_x_at|NCOA3	Incipent	Control	7	8	1.42022362129027	3.17951058696213	11.4222595586555	0.00839120518107283	0.157336549435686	0.854899664850028	4.98820785714286	4.48208975	0	two.sided	Welch Two Sample t-test	0.999448188432275
226	208998_at|UCP2	Incipent	Control	7	8	1.52563771174317	3.16197310148763	11.7184674318671	0.00841331306584525	0.188364485353429	1.03046033607514	6.06176428571429	5.452351875	0	two.sided	Welch Two Sample t-test	0.999448188432275
227	215017_s_at|FNBP1L	Incipent	Control	7	8	-1.26883324948457	-3.11015669794861	12.7660399736971	0.00844244317166226	-0.582550522641514	-0.104454441644201	2.43731014285714	2.780812625	0	two.sided	Welch Two Sample t-test	0.999448188432275
228	239289_x_at|FAN1	Incipent	Control	7	8	-1.26472540071566	-3.20154095181139	10.9134274390875	0.00851166150535539	-0.571983583696338	-0.105664773446519	4.10178357142857	4.44060775	0	two.sided	Welch Two Sample t-test	0.999448188432275
229	215990_s_at|BCL6	Incipent	Control	7	8	1.47955142285202	3.26558748977691	9.94494525346622	0.00855425418638978	0.179256790771573	0.951062887799855	2.70342671428571	2.138266875	0	two.sided	Welch Two Sample t-test	0.999448188432275
230	218432_at|FBXO3	Incipent	Control	7	8	-1.3184945656902	-3.10133355576406	12.8035396831848	0.0085596434842376	-0.677190953575665	-0.120592296424335	1.687949	2.086840625	0	two.sided	Welch Two Sample t-test	0.999448188432275
231	228997_at|TRNAU1AP	Incipent	Control	7	8	1.53011464289201	3.11735830642402	12.418886925503	0.00857516036033229	0.18634797308693	1.04093152691307	4.808023	4.19438325	0	two.sided	Welch Two Sample t-test	0.999448188432275
232	238768_at|C2orf68	Incipent	Control	7	8	1.20355283983029	3.12821892371983	12.1744390169614	0.00858431620797569	0.0814201075393465	0.453178856746368	1.86266985714286	1.595370375	0	two.sided	Welch Two Sample t-test	0.999448188432275
233	1552897_a_at|KCNG3	Incipent	Control	7	8	-1.3969423460575	-3.0923357819024	12.9766291898236	0.00858820217576639	-0.819259534036637	-0.145285425463362	2.4144133	2.89668577975	0	two.sided	Welch Two Sample t-test	0.999448188432275
234	225996_at|LONRF2	Incipent	Control	7	8	-1.23221818501371	-3.15225557070086	11.6643456645635	0.00860960255600736	-0.510151079397947	-0.0923643848877694	8.57563414285714	8.876891875	0	two.sided	Welch Two Sample t-test	0.999448188432275
235	234474_x_at|IL6ST	Incipent	Control	7	8	1.29260991614925	3.28748885689063	9.61904583357929	0.00861451253772941	0.117966291214216	0.622607637357212	2.17731971428571	1.80703275	0	two.sided	Welch Two Sample t-test	0.999448188432275
236	244701_at|LINC00595	Incipent	Control	7	8	-1.16729005052228	-3.14384174543112	11.8165251548384	0.00861761322173018	-0.378091133711162	-0.0682350448602661	1.83898028571429	2.062143375	0	two.sided	Welch Two Sample t-test	0.999448188432275
237	243084_at|CALD1	Incipent	Control	7	8	1.30586678588021	3.08949838458633	12.9911260327048	0.00862529542773407	0.115767780525148	0.654247683760567	3.26058785714286	2.875580125	0	two.sided	Welch Two Sample t-test	0.999448188432275
238	1557706_at|ZHX2	Incipent	Control	7	8	1.63142123355923	3.09814234342656	12.7211540646089	0.00867018774068497	0.212638189385411	1.19962047968602	3.91574512928571	3.20961579475	0	two.sided	Welch Two Sample t-test	0.999448188432275
239	239748_x_at|OCIAD1	Incipent	Control	7	8	1.15294567392981	3.08277757364834	12.9454323396384	0.00876910003910882	0.0613742106498946	0.349274860778678	9.21191128571429	9.00658675	0	two.sided	Welch Two Sample t-test	0.999448188432275
240	223697_x_at|C9orf64	Incipent	Control	7	8	1.15229802171167	3.0979041489428	12.5030827380971	0.00883267887381773	0.0613148017039656	0.347712984010317	9.97854914285714	9.77403525	0	two.sided	Welch Two Sample t-test	0.999448188432275
241	213118_at|UHRF1BP1L	Incipent	Control	7	8	-1.37346409533537	-3.07526419281584	12.9972558691302	0.00886054595215203	-0.779443423820357	-0.136194969036787	5.89569842857143	6.353517625	0	two.sided	Welch Two Sample t-test	0.999448188432275
242	238538_at|ANKRD11	Incipent	Control	7	8	-1.35525635115274	-3.10417071242081	12.3165805914783	0.00886871870457968	-0.745519168593031	-0.131612367121255	4.16387285714286	4.602438625	0	two.sided	Welch Two Sample t-test	0.999448188432275
243	219527_at|MTARC2	Incipent	Control	7	8	-1.34859417174336	-3.36248602946312	8.62226341819863	0.00888197741275436	-0.723674263284253	-0.139238272430034	5.24173785714286	5.673194125	0	two.sided	Welch Two Sample t-test	0.999448188432275
244	1556209_at|CLEC2B	Incipent	Control	7	8	1.18612885425509	3.11877422806864	11.9199634620566	0.00893988483410535	0.0740918486977541	0.418429640373675	1.80031580728571	1.55405506275	0	two.sided	Welch Two Sample t-test	0.999448188432275
245	240027_at|LIN7A	Incipent	Control	7	8	-1.35584480673427	-3.31957111443104	8.99862461360643	0.00894831113781318	-0.738491138900225	-0.139892968242632	3.76724657142857	4.206438625	0	two.sided	Welch Two Sample t-test	0.999448188432275
246	230551_at|KSR2	Incipent	Control	7	8	-1.37486256556043	-3.12898404631459	11.6933013388308	0.00896015986521269	-0.780036921008406	-0.138537900420165	7.27424071428571	7.733528125	0	two.sided	Welch Two Sample t-test	0.999448188432275
247	238057_at|USP45	Incipent	Control	7	8	-1.15250723196453	-3.15825299017131	11.150737896043	0.00896517117779657	-0.347248957088775	-0.0623026500540824	1.72439057142857	1.929166375	0	two.sided	Welch Two Sample t-test	0.999448188432275
248	240211_at|APCDD1	Incipent	Control	7	8	1.44788483736969	3.088705895468	12.5082214017762	0.00898391423822969	0.158984234043519	0.908909480242196	4.10058185714286	3.566635	0	two.sided	Welch Two Sample t-test	0.999448188432275
249	238432_at|DLGAP1-AS1	Incipent	Control	7	8	1.33107362729221	3.10595643094993	12.1023685486356	0.00900629253814058	0.123431590700986	0.701749159299013	5.815764	5.403173625	0	two.sided	Welch Two Sample t-test	0.999448188432275
250	213131_at|OLFM1	Incipent	Control	7	8	-1.30343905206586	-3.22712111362901	10.0382375957269	0.00902171632903097	-0.646158704047116	-0.118487545952884	7.859635	8.241958125	0	two.sided	Welch Two Sample t-test	0.999448188432275
251	211794_at|FYB1	Incipent	Control	7	8	1.48916451379623	3.11945059981159	11.7834653585031	0.00904180583888294	0.172416081541351	0.976590204172935	6.19732814285714	5.622825	0	two.sided	Welch Two Sample t-test	0.999448188432275
252	216274_s_at|SEC11A	Incipent	Control	7	8	1.43955603424945	3.10239273852672	12.085182155671	0.00908014259301527	0.15676621110401	0.894481681753133	6.26846257142857	5.742838625	0	two.sided	Welch Two Sample t-test	0.999448188432275
253	1569792_a_at|ETFBKMT	Incipent	Control	7	8	-1.27005030913449	-3.0916201952063	12.3081532029941	0.00908698095894803	-0.587269874674527	-0.102501417432617	2.12791268157143	2.472798327625	0	two.sided	Welch Two Sample t-test	0.999448188432275
254	218133_s_at|NIF3L1	Incipent	Control	7	8	-1.58747594635286	-3.13915603974396	11.3441113620323	0.00909878453428084	-1.13248426942264	-0.200985194863074	4.46465214285714	5.131386875	0	two.sided	Welch Two Sample t-test	0.999448188432275
255	211813_x_at|DCN	Incipent	Control	7	8	1.70896460585991	3.10300996508182	12.022016176912	0.00912078749203536	0.230376214776178	1.31586882093811	5.81046414285714	5.037341625	0	two.sided	Welch Two Sample t-test	0.999448188432275
256	201493_s_at|PUM2	Incipent	Control	7	8	-1.22006944595548	-3.05849464371467	12.9051559827373	0.00921664739738385	-0.489811397357565	-0.0841151383567208	7.95585185714286	8.242815125	0	two.sided	Welch Two Sample t-test	0.999448188432275
257	207667_s_at|MAP2K3	Incipent	Control	7	8	1.37101827681515	3.05771486871081	12.8874058424281	0.0092432133980801	0.133315475254551	0.777180131888305	4.68245142857143	4.227203625	0	two.sided	Welch Two Sample t-test	0.999448188432275
258	227154_at|IGSF21	Incipent	Control	7	8	1.28775093653843	3.05538418029482	12.9342431267829	0.00925091976294144	0.106743395910645	0.622963782660783	3.79374071428571	3.428887125	0	two.sided	Welch Two Sample t-test	0.999448188432275
259	1556029_s_at|NMNAT2	Incipent	Control	7	8	-1.49589361714643	-3.17051785123754	10.6413116515309	0.00926450538795377	-0.98601011656471	-0.176005042078148	4.02481773142857	4.60582531075	0	two.sided	Welch Two Sample t-test	0.999448188432275
260	227425_at|REPS2	Incipent	Control	7	8	-1.27717232480068	-3.05238156329286	12.9149604521155	0.00931828639658993	-0.602928404629725	-0.102977988227418	6.51397042857143	6.866923625	0	two.sided	Welch Two Sample t-test	0.999448188432275
261	202539_s_at|HMGCR	Incipent	Control	7	8	-1.70197815240326	-3.11900052763682	11.4596569163939	0.00933126951647643	-1.30597365646236	-0.228451379251926	6.18862485714286	6.955837375	0	two.sided	Welch Two Sample t-test	0.999448188432275
262	205482_x_at|SNX15	Incipent	Control	7	8	1.15704151122329	3.10780711682002	11.6692472966269	0.00933624652680582	0.0624403630642718	0.358440886935729	6.857405	6.646964375	0	two.sided	Welch Two Sample t-test	0.999448188432275
263	236243_at|TUT7	Incipent	Control	7	8	1.30528142543751	3.07058386492702	12.4248815978472	0.00936163354819895	0.112658403152999	0.656063382561287	6.67186914285714	6.28750825	0	two.sided	Welch Two Sample t-test	0.999448188432275
264	221626_at|ZNF506	Incipent	Control	7	8	1.30798722155803	3.04665094644504	12.9958851321718	0.00936304058830375	0.112672288164188	0.662024604692955	6.61442157142857	6.227073125	0	two.sided	Welch Two Sample t-test	0.999448188432275
265	221016_s_at|TCF7L1	Incipent	Control	7	8	1.38976728109904	3.07480940807954	12.3193624631837	0.00936976827817437	0.139333778538158	0.810352864318985	2.66220457142857	2.18736125	0	two.sided	Welch Two Sample t-test	0.999448188432275
266	222280_at|TMEM147-AS1	Incipent	Control	7	8	1.37957862251744	3.32156740808375	8.68065021094569	0.00937586872221886	0.146282978811178	0.782172378331679	7.01449142857143	6.55026375	0	two.sided	Welch Two Sample t-test	0.999448188432275
267	207966_s_at|GLG1	Incipent	Control	7	8	1.47963354213599	3.08638020993437	12.0525270452449	0.00938202476961136	0.166404750013036	0.964075071415536	6.53087428571429	5.965634375	0	two.sided	Welch Two Sample t-test	0.999448188432275
268	228570_at|BTBD11	Incipent	Control	7	8	-1.48638120125259	-3.33781253299428	8.51791383969919	0.00938840087833129	-0.962705965584529	-0.180902355844043	2.39881371428571	2.970617875	0	two.sided	Welch Two Sample t-test	0.999448188432275
269	1552898_a_at|KCNG3	Incipent	Control	7	8	-1.53260925822575	-3.11471695135194	11.4440312436833	0.00941841597671427	-1.04922162478726	-0.182758227034171	2.84109453071429	3.457084456625	0	two.sided	Welch Two Sample t-test	0.999448188432275
270	1555878_at|RPS24	Incipent	Control	7	8	-1.23835405050874	-3.04951007010512	12.8340526772492	0.00942874404951539	-0.527208519600414	-0.0896391723281573	1.56143127628571	1.86985512225	0	two.sided	Welch Two Sample t-test	0.999448188432275
271	202634_at|POLR2K	Incipent	Control	7	8	-1.3233143268882	-3.07885101654614	12.1439126873411	0.00943930121848558	-0.689789554587452	-0.11852201684112	6.37998271428571	6.7841385	0	two.sided	Welch Two Sample t-test	0.999448188432275
272	231848_x_at|ZNF207	Incipent	Control	7	8	1.31274792085777	3.36556521251413	8.23196471654343	0.00944970708477963	0.124910447627166	0.660269373801407	5.29744128571429	4.904851375	0	two.sided	Welch Two Sample t-test	0.999448188432275
273	1553292_s_at|RSKR	Incipent	Control	7	8	-1.7276672405372	-3.14489161824999	10.8366875206415	0.00948849750265336	-1.34190979758797	-0.235740946840599	4.45518717028571	5.2440125425	0	two.sided	Welch Two Sample t-test	0.999448188432275
274	207520_at|RO60	Incipent	Control	7	8	1.35306563278743	3.06342675063756	12.3831607527046	0.00952173970280135	0.127030391408369	0.745433251448773	8.31716157142857	7.88092975	0	two.sided	Welch Two Sample t-test	0.999448188432275
275	234672_s_at|NDC1	Incipent	Control	7	8	-1.17725496209831	-3.04621113076881	12.7688916460226	0.00953678855577066	-0.40269887255346	-0.0681547345893972	3.32880157142857	3.564228375	0	two.sided	Welch Two Sample t-test	0.999448188432275
276	225109_at|OGFOD1	Incipent	Control	7	8	1.28319552693855	3.04366915039889	12.7485352905281	0.00959845479456881	0.103887186669334	0.61559484904495	4.78177414285714	4.422033125	0	two.sided	Welch Two Sample t-test	0.999448188432275
277	214771_x_at|MPRIP	Incipent	Control	7	8	-1.28027336884526	-3.0541604694236	12.4485958112923	0.00963759897299423	-0.609729111615118	-0.103174674099166	5.76318285714286	6.11963475	0	two.sided	Welch Two Sample t-test	0.999448188432275
278	235573_at|HSPH1	Incipent	Control	7	8	-1.58534551897185	-3.03721566709099	12.8272368831669	0.00965827121628277	-1.13831522940088	-0.191279377741979	5.31519957142857	5.979996875	0	two.sided	Welch Two Sample t-test	0.999448188432275
279	214525_x_at|MLH3	Incipent	Control	7	8	1.44952376048559	3.05380176509948	12.4225432957924	0.00966470317334663	0.154893074079412	0.916264890206302	3.03134285714286	2.495763875	0	two.sided	Welch Two Sample t-test	0.999448188432275
280	213262_at|SACS	Incipent	Control	7	8	-1.42048035062825	-3.03706777012232	12.8044062416697	0.00967806175460688	-0.867143360179293	-0.145614389820707	6.752288	7.258666875	0	two.sided	Welch Two Sample t-test	0.999448188432275
281	1564746_at|SLC9B2	Incipent	Control	7	8	-1.32327596714714	-3.02960914042576	12.9852101524462	0.00968285588824348	-0.692314915442056	-0.115913014165086	4.37176341857143	4.775877383375	0	two.sided	Welch Two Sample t-test	0.999448188432275
282	235928_at|ZNF503-AS2	Incipent	Control	7	8	-1.66969373569955	-3.2945393916829	8.7418135500583	0.00968677440151787	-1.24970543291588	-0.229461567084122	3.103366	3.8429495	0	two.sided	Welch Two Sample t-test	0.999448188432275
283	1556037_s_at|HHIP	Incipent	Control	7	8	1.32446065240564	3.08535288149537	11.710240384123	0.00969238438759888	0.118328657679015	0.692481310713841	2.09180833257143	1.686403348375	0	two.sided	Welch Two Sample t-test	0.999448188432275
284	1558930_at|LINC00460	Incipent	Control	7	8	-1.35487295173828	-3.17579129766801	10.1442598168686	0.00972008326480185	-0.744977894285931	-0.13133725464264	1.75296434228571	2.19112191675	0	two.sided	Welch Two Sample t-test	0.999448188432275
285	1562031_at|JAK2	Incipent	Control	7	8	1.48453929025747	3.28090243515576	8.85637219516414	0.00972387866805739	0.176020355307909	0.964010197942091	5.200971702	4.630956425375	0	two.sided	Welch Two Sample t-test	0.999448188432275
286	205425_at|HIP1	Incipent	Control	7	8	1.44286596378257	3.02809594619737	12.9553901021378	0.00973292295781015	0.15143945944077	0.906435111987802	4.32620428571429	3.797267	0	two.sided	Welch Two Sample t-test	0.999448188432275
287	203473_at|SLCO2B1	Incipent	Control	7	8	1.44396751449677	3.09158986571731	11.4462141999954	0.00982076547747945	0.154476934651244	0.905599636777327	5.98161928571429	5.451581	0	two.sided	Welch Two Sample t-test	0.999448188432275
288	216916_s_at|DLGAP2	Incipent	Control	7	8	1.48430040610183	3.09519935338906	11.3697220187945	0.0098280210613828	0.166214078584901	0.973352135700814	4.98093585714286	4.41115275	0	two.sided	Welch Two Sample t-test	0.999448188432275
289	1561532_at|DACT3-AS1	Incipent	Control	7	8	-1.15121871897647	-3.02004421665641	12.9947270628434	0.00985556856133311	-0.348498512080555	-0.0578253995265878	1.85057183757143	2.053733793375	0	two.sided	Welch Two Sample t-test	0.999448188432275
290	235789_at|KDM4B	Incipent	Control	7	8	1.5507572748702	3.40967316301006	7.65229711458977	0.00986419843692654	0.20147598078264	1.06446980493165	4.45287714285714	3.81990425	0	two.sided	Welch Two Sample t-test	0.999448188432275
291	222208_s_at|POLR2J4	Incipent	Control	7	8	1.67720653566975	3.11860283033373	10.8976447779931	0.0098777511896384	0.218916785004222	1.27320392928149	7.19648985714286	6.4504295	0	two.sided	Welch Two Sample t-test	0.999448188432275
292	229512_at|FAM120C	Incipent	Control	7	8	-1.26393879765702	-3.03910533218384	12.4844413196368	0.00988697314469397	-0.57915633940504	-0.0966968748806726	7.08519914285714	7.42312575	0	two.sided	Welch Two Sample t-test	0.999448188432275
293	219714_s_at|CACNA2D3	Incipent	Control	7	8	-1.61684323277422	-3.0192305714381	12.9119816141213	0.00993242435898859	-1.1895189384259	-0.196840668716954	2.74410457142857	3.437284375	0	two.sided	Welch Two Sample t-test	0.999448188432275
294	1553502_a_at|PALM2AKAP2	Incipent	Control	7	8	1.29701048592417	3.02962210765443	12.6101637718052	0.00996616008325922	0.106805648952998	0.643574637797001	4.176911304	3.801721160625	0	two.sided	Welch Two Sample t-test	0.999448188432275
